OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2015    9   18        12 1013.6 -999.5 -999.5   1.9 -999.5     80    4.4                                              
 99790 2015    9   18        18 1013.0   0.00 -999.5   1.2 -999.5     26    1.0                                            
 99790 2015    9   19         0 1012.3 -999.5 -999.5   1.2 -999.5     56    6.0                                             
 99790 2015    9   19         6 1012.1   0.00   0.00   1.3 -999.5     57    3.7                                         
 99790 2015    9   19        12 1012.7 -999.5 -999.5   2.5 -999.5     38    4.2                                              
 99790 2015    9   19        18 1012.3   0.00 -999.5   1.4 -999.5    144    2.3                                             
 99790 2015    9   20         0 1012.6 -999.5 -999.5   1.6 -999.5    184    3.7                                              
 99790 2015    9   20         6 1011.7   0.00   0.00   1.7 -999.5    179    6.0                                          
 99790 2015    9   20        12 1012.8 -999.5 -999.5   2.5 -999.5    183    6.2                                               
 99790 2015    9   20        18 1013.9   0.00 -999.5   2.5 -999.5    242    4.3                                             
 99790 2015    9   21         0 1015.6 -999.5 -999.5   1.5 -999.5    173    4.9                                              
 99790 2015    9   21         6 1016.5   0.00   0.00   1.7 -999.5    180    4.9                                          
 99790 2015    9   21        12 1017.5 -999.5 -999.5   3.4 -999.5    178    7.2                                               
 99790 2015    9   21        18 1016.8   0.00 -999.5   4.6 -999.5    167    7.6                                             
 99790 2015    9   22         0 1014.9 -999.5 -999.5   4.1 -999.5    177    8.9                                              
 99790 2015    9   22         6 1011.9   1.20   1.20   5.1 -999.5    170    9.3                                          
 99790 2015    9   22        12 1010.4 -999.5 -999.5   4.4 -999.5    171    9.1                                               
 99790 2015    9   22        18 1008.8   0.00 -999.5   3.8 -999.5    177    7.4                                             
 99790 2015    9   23         0 1008.6 -999.5 -999.5   3.0 -999.5    190    5.1                                              
 99790 2015    9   23         6 1009.3   0.00   0.00   3.5 -999.5     25    1.2                                         
 99790 2015    9   23        12 1010.6 -999.5 -999.5   4.4 -999.5    157    2.5                                               
 99790 2015    9   23        18 1010.3   0.00 -999.5   5.4 -999.5     60    5.1                                            
 99790 2015    9   24         0 1010.9 -999.5 -999.5   3.3 -999.5     43    8.1                                             
 99790 2015    9   24         6 1010.9   0.00   0.00   3.1 -999.5     43    9.2                                         
 99790 2015    9   24        12 1011.7 -999.5 -999.5   3.4 -999.5     46    8.8                                              
 99790 2015    9   24        18 1011.5   0.00 -999.5   2.8 -999.5     47    4.5                                            
 99790 2015    9   25         0 1011.9 -999.5 -999.5   2.2 -999.5     64    1.8                                             
 99790 2015    9   25         6 1011.6   0.00   0.00   2.2 -999.5     45    5.2                                         
 99790 2015    9   25        12 1012.8 -999.5 -999.5   3.2 -999.5     71    4.3                                              
 99790 2015    9   25        18 1013.7   0.00 -999.5   2.7 -999.5     72    5.0                                            
 99790 2015    9   26         0 1015.3 -999.5 -999.5   3.0 -999.5     70    4.4                                             
 99790 2015    9   26         6 1016.8   0.00   0.00   2.8 -999.5     53    4.7                                         
 99790 2015    9   26        12 1019.6 -999.5 -999.5   2.7 -999.5     41    6.1                                              
 99790 2015    9   26        18 1022.0   0.00 -999.5   1.5 -999.5    336    1.9                                             
 99790 2015    9   27         0 1023.8 -999.5 -999.5   0.7 -999.5    168    2.6                                              
 99790 2015    9   27         6 1025.7   0.00   0.00   0.6 -999.5    235    1.6                                          
 99790 2015    9   27        12 1027.4 -999.5 -999.5   0.9 -999.5    201    3.9                                               
 99790 2015    9   27        18 1026.9   1.60 -999.5   2.4 -999.5    167    6.1                                             
 99790 2015    9   28         0 1024.6 -999.5 -999.5   3.9 -999.5    169   10.8                                               
 99790 2015    9   28         6 1019.8   0.00   1.60   5.4 -999.5    162   11.2                                           
 99790 2015    9   28        12 1013.9 -999.5 -999.5   7.0 -999.5    167   11.2                                                
 99790 2015    9   28        18 1009.3      x -999.5   4.5 -999.5    190    6.2                                          
 99790 2015    9   29         0 1005.7 -999.5 -999.5   5.1 -999.5    167   10.3                                               
 99790 2015    9   29         6  999.1      x      x   4.8 -999.5    170    9.7                                   
 99790 2015    9   29        12  984.0 -999.5 -999.5   5.7 -999.5     88   10.2                                              
 99790 2015    9   29        18  966.7   7.70 -999.5   1.7 -999.5     46   15.6                                            
 99790 2015    9   30         0  967.1 -999.5 -999.5   2.8 -999.5    319    8.3                                             
 99790 2015    9   30         6  974.4  10.30  18.00   2.0 -999.5    311   16.3                                            
 99790 2015    9   30        12  984.2 -999.5 -999.5  -0.8 -999.5    316   14.7                                                
 99790 2015    9   30        18  990.0   0.10 -999.5  -3.5 -999.5    299    9.2                                             
 99790 2015   10    1         0  993.1 -999.5 -999.5  -3.0 -999.5    316   12.3                                               
 99790 2015   10    1         6  995.1   0.00   0.10  -3.2 -999.5    310   11.3                                           
 99790 2015   10    1        12  995.9 -999.5 -999.5  -1.9 -999.5    316   11.4                                                
 99790 2015   10    1        18  995.7   0.10 -999.5  -1.6 -999.5     38    5.7                                            
 99790 2015   10    2         0  995.8 -999.5 -999.5  -1.4 -999.5     54    6.2                                             
 99790 2015   10    2         6  995.9   0.00   0.10  -2.0 -999.5     37    9.7                                         
 99790 2015   10    2        12  997.5 -999.5 -999.5  -1.9 -999.5     46    6.8                                              
 99790 2015   10    2        18  998.8   0.00 -999.5  -3.4 -999.5    124    1.7                                             
 99790 2015   10    3         0  999.6 -999.5 -999.5  -3.2 -999.5    168    4.8                                              
 99790 2015   10    3         6 1001.0   0.00   0.00  -3.0 -999.5    176    4.7                                           
 99790 2015   10    3        12 1003.1 -999.5 -999.5  -1.5 -999.5     81    4.3                                               
 99790 2015   10    3        18 1004.4   0.00 -999.5  -1.6 -999.5     88    5.4                                             
 99790 2015   10    4         0 1005.8 -999.5 -999.5  -1.8 -999.5     70    6.2                                              
